"Popolazione residente al 1° Gennaio 2020 per età sesso e stato civile"
"Regione","Età","Maschi celibi","Maschi coniugati","Maschi divorziati","Maschi vedovi","Maschi uniti civilmente","Maschi già in unione civile (per scioglimento)","Maschi già in unione civile (per decesso del partner)","Totale Maschi","Femmine nubili","Femmine coniugate","Femmine divorziate","Femmine vedove","Femmine unite civilmente","Femmine già in unione civile (per scioglimento)","Femmine già in unione civile (per decesso del partner)","Totale Femmine"
Trentino-Alto Adige/Südtirol,79,,,,,,,,3856,,,,,,,,4938
Trentino-Alto Adige/Südtirol,80,,,,,,,,3647,,,,,,,,4681
Trentino-Alto Adige/Südtirol,81,,,,,,,,3292,,,,,,,,4348
Trentino-Alto Adige/Südtirol,82,,,,,,,,2879,,,,,,,,3860
Trentino-Alto Adige/Südtirol,83,,,,,,,,2491,,,,,,,,3658
Trentino-Alto Adige/Südtirol,84,,,,,,,,2283,,,,,,,,3530
Trentino-Alto Adige/Südtirol,85,,,,,,,,2059,,,,,,,,3341
Trentino-Alto Adige/Südtirol,86,,,,,,,,1878,,,,,,,,3092
Trentino-Alto Adige/Südtirol,87,,,,,,,,1651,,,,,,,,2848
Trentino-Alto Adige/Südtirol,88,,,,,,,,1433,,,,,,,,2582
Trentino-Alto Adige/Südtirol,89,,,,,,,,1223,,,,,,,,2503
Trentino-Alto Adige/Südtirol,90,,,,,,,,913,,,,,,,,2069
Trentino-Alto Adige/Südtirol,91,,,,,,,,779,,,,,,,,1748
Trentino-Alto Adige/Südtirol,92,,,,,,,,608,,,,,,,,1505
Trentino-Alto Adige/Südtirol,93,,,,,,,,440,,,,,,,,1223
Trentino-Alto Adige/Südtirol,94,,,,,,,,319,,,,,,,,1024
Trentino-Alto Adige/Südtirol,95,,,,,,,,226,,,,,,,,799
Trentino-Alto Adige/Südtirol,96,,,,,,,,182,,,,,,,,678
Trentino-Alto Adige/Südtirol,97,,,,,,,,121,,,,,,,,509
Trentino-Alto Adige/Südtirol,98,,,,,,,,73,,,,,,,,330
Trentino-Alto Adige/Südtirol,99,,,,,,,,42,,,,,,,,226
Trentino-Alto Adige/Südtirol,100,,,,,,,,24,,,,,,,,194
Trentino-Alto Adige/Südtirol,Totale,,,,,,,,529824,,,,,,,,544995
Veneto,0,,,,,,,,17283,,,,,,,,16254
Veneto,1,,,,,,,,18349,,,,,,,,17370
Veneto,2,,,,,,,,19235,,,,,,,,18063
Veneto,3,,,,,,,,19852,,,,,,,,18662
Veneto,4,,,,,,,,20307,,,,,,,,19350
Veneto,5,,,,,,,,20957,,,,,,,,20040
Veneto,6,,,,,,,,21574,,,,,,,,20412
Veneto,7,,,,,,,,22612,,,,,,,,21403
Veneto,8,,,,,,,,22939,,,,,,,,21847
Veneto,9,,,,,,,,23785,,,,,,,,22362
Veneto,10,,,,,,,,24154,,,,,,,,22692
Veneto,11,,,,,,,,24551,,,,,,,,23232
Veneto,12,,,,,,,,24191,,,,,,,,23063
Veneto,13,,,,,,,,24366,,,,,,,,22945
Veneto,14,,,,,,,,24317,,,,,,,,22694
Veneto,15,,,,,,,,24577,,,,,,,,23034
Veneto,16,,,,,,,,24010,,,,,,,,22708
Veneto,17,,,,,,,,23956,,,,,,,,22263
Veneto,18,,,,,,,,23989,,,,,,,,22168
Veneto,19,,,,,,,,24983,,,,,,,,23194
Veneto,20,,,,,,,,24553,,,,,,,,22989
Veneto,21,,,,,,,,25271,,,,,,,,23024
Veneto,22,,,,,,,,25236,,,,,,,,23107
Veneto,23,,,,,,,,25068,,,,,,,,22840
Veneto,24,,,,,,,,24854,,,,,,,,22399
Veneto,25,,,,,,,,24552,,,,,,,,22875
Veneto,26,,,,,,,,24395,,,,,,,,23424
Veneto,27,,,,,,,,25595,,,,,,,,24155
Veneto,28,,,,,,,,25257,,,,,,,,24419
Veneto,29,,,,,,,,26095,,,,,,,,24750
Veneto,30,,,,,,,,25605,,,,,,,,25010
Veneto,31,,,,,,,,26030,,,,,,,,25756
Veneto,32,,,,,,,,25374,,,,,,,,24765
Veneto,33,,,,,,,,25287,,,,,,,,25361
Veneto,34,,,,,,,,26590,,,,,,,,26703
Veneto,35,,,,,,,,26610,,,,,,,,26742
Veneto,36,,,,,,,,27481,,,,,,,,27046
Veneto,37,,,,,,,,28171,,,,,,,,28542
Veneto,38,,,,,,,,28988,,,,,,,,28848
Veneto,39,,,,,,,,30166,,,,,,,,29274
Veneto,40,,,,,,,,31096,,,,,,,,30834
Veneto,41,,,,,,,,33223,,,,,,,,32947
Veneto,42,,,,,,,,34241,,,,,,,,34364
Veneto,43,,,,,,,,36099,,,,,,,,35578
Veneto,44,,,,,,,,37978,,,,,,,,37354
Veneto,45,,,,,,,,40258,,,,,,,,39791
Veneto,46,,,,,,,,40015,,,,,,,,39439
Veneto,47,,,,,,,,40918,,,,,,,,39748
Veneto,48,,,,,,,,41008,,,,,,,,40648
Veneto,49,,,,,,,,41206,,,,,,,,40484
Veneto,50,,,,,,,,42225,,,,,,,,41571
Veneto,51,,,,,,,,41471,,,,,,,,41360
Veneto,52,,,,,,,,41913,,,,,,,,41515
Veneto,53,,,,,,,,42096,,,,,,,,41929
Veneto,54,,,,,,,,42118,,,,,,,,41878
Veneto,55,,,,,,,,41992,,,,,,,,42633
Veneto,56,,,,,,,,39404,,,,,,,,39892
Veneto,57,,,,,,,,37848,,,,,,,,38378
Veneto,58,,,,,,,,36854,,,,,,,,37678
Veneto,59,,,,,,,,34707,,,,,,,,35702
Veneto,60,,,,,,,,34390,,,,,,,,35437
Veneto,61,,,,,,,,31989,,,,,,,,33405
Veneto,62,,,,,,,,31280,,,,,,,,32573
Veneto,63,,,,,,,,30365,,,,,,,,32238
Veneto,64,,,,,,,,29123,,,,,,,,31076
Veneto,65,,,,,,,,28762,,,,,,,,30329
Veneto,66,,,,,,,,27717,,,,,,,,29271
Veneto,67,,,,,,,,26901,,,,,,,,28895
Veneto,68,,,,,,,,26571,,,,,,,,28276
Veneto,69,,,,,,,,27091,,,,,,,,29836
Veneto,70,,,,,,,,26773,,,,,,,,29102
Veneto,71,,,,,,,,27136,,,,,,,,30106
Veneto,72,,,,,,,,26171,,,,,,,,29312
Veneto,73,,,,,,,,28073,,,,,,,,31572
Veneto,74,,,,,,,,18671,,,,,,,,21846
Veneto,75,,,,,,,,21409,,,,,,,,24962
Veneto,76,,,,,,,,21240,,,,,,,,25509
Veneto,77,,,,,,,,20126,,,,,,,,24623
Veneto,78,,,,,,,,19629,,,,,,,,24092
Veneto,79,,,,,,,,19995,,,,,,,,25320
Veneto,80,,,,,,,,19188,,,,,,,,24158
Veneto,81,,,,,,,,17225,,,,,,,,23284
Veneto,82,,,,,,,,14893,,,,,,,,20781
Veneto,83,,,,,,,,12715,,,,,,,,19064
Veneto,84,,,,,,,,12234,,,,,,,,18551
Veneto,85,,,,,,,,10784,,,,,,,,17291
Veneto,86,,,,,,,,8878,,,,,,,,15088
Veneto,87,,,,,,,,7600,,,,,,,,14388
Veneto,88,,,,,,,,6493,,,,,,,,12965
Veneto,89,,,,,,,,5652,,,,,,,,12355
Veneto,90,,,,,,,,4306,,,,,,,,9896
Veneto,91,,,,,,,,3339,,,,,,,,8958
Veneto,92,,,,,,,,2681,,,,,,,,7651
Veneto,93,,,,,,,,1943,,,,,,,,6003
Veneto,94,,,,,,,,1421,,,,,,,,4852
Veneto,95,,,,,,,,985,,,,,,,,3643
Veneto,96,,,,,,,,743,,,,,,,,2875
Veneto,97,,,,,,,,442,,,,,,,,1970
Veneto,98,,,,,,,,277,,,,,,,,1387
Veneto,99,,,,,,,,157,,,,,,,,911
Veneto,100,,,,,,,,157,,,,,,,,985
Veneto,Totale,,,,,,,,2403360,,,,,,,,2504344
Friuli-Venezia Giulia,0,,,,,,,,3829,,,,,,,,3612
Friuli-Venezia Giulia,1,,,,,,,,4038,,,,,,,,3824
Friuli-Venezia Giulia,2,,,,,,,,4236,,,,,,,,4056
Friuli-Venezia Giulia,3,,,,,,,,4464,,,,,,,,4216
Friuli-Venezia Giulia,4,,,,,,,,4472,,,,,,,,4303
Friuli-Venezia Giulia,5,,,,,,,,4824,,,,,,,,4486
Friuli-Venezia Giulia,6,,,,,,,,4894,,,,,,,,4593
Friuli-Venezia Giulia,7,,,,,,,,5059,,,,,,,,4846
Friuli-Venezia Giulia,8,,,,,,,,5282,,,,,,,,4797
Friuli-Venezia Giulia,9,,,,,,,,5373,,,,,,,,5091
Friuli-Venezia Giulia,10,,,,,,,,5421,,,,,,,,5190
Friuli-Venezia Giulia,11,,,,,,,,5478,,,,,,,,5112
Friuli-Venezia Giulia,12,,,,,,,,5474,,,,,,,,5305
Friuli-Venezia Giulia,13,,,,,,,,5456,,,,,,,,5290
Friuli-Venezia Giulia,14,,,,,,,,5483,,,,,,,,5072
Friuli-Venezia Giulia,15,,,,,,,,5380,,,,,,,,5248
Friuli-Venezia Giulia,16,,,,,,,,5490,,,,,,,,5072
Friuli-Venezia Giulia,17,,,,,,,,5384,,,,,,,,5039
Friuli-Venezia Giulia,18,,,,,,,,5581,,,,,,,,5039
Friuli-Venezia Giulia,19,,,,,,,,5693,,,,,,,,5292
Friuli-Venezia Giulia,20,,,,,,,,5579,,,,,,,,5058
Friuli-Venezia Giulia,21,,,,,,,,5688,,,,,,,,5084
Friuli-Venezia Giulia,22,,,,,,,,5598,,,,,,,,5043
Friuli-Venezia Giulia,23,,,,,,,,5804,,,,,,,,5148
Friuli-Venezia Giulia,24,,,,,,,,5609,,,,,,,,5029
Friuli-Venezia Giulia,25,,,,,,,,5586,,,,,,,,5078
Friuli-Venezia Giulia,26,,,,,,,,5713,,,,,,,,5129
Friuli-Venezia Giulia,27,,,,,,,,5975,,,,,,,,5525
Friuli-Venezia Giulia,28,,,,,,,,5979,,,,,,,,5672
Friuli-Venezia Giulia,29,,,,,,,,6088,,,,,,,,5703
Friuli-Venezia Giulia,30,,,,,,,,6065,,,,,,,,5734
Friuli-Venezia Giulia,31,,,,,,,,6165,,,,,,,,5944
Friuli-Venezia Giulia,32,,,,,,,,5861,,,,,,,,5783
Friuli-Venezia Giulia,33,,,,,,,,6082,,,,,,,,5877
Friuli-Venezia Giulia,34,,,,,,,,6297,,,,,,,,6204
Friuli-Venezia Giulia,35,,,,,,,,6511,,,,,,,,6187
Friuli-Venezia Giulia,36,,,,,,,,6541,,,,,,,,6202
Friuli-Venezia Giulia,37,,,,,,,,6874,,,,,,,,6613
Friuli-Venezia Giulia,38,,,,,,,,6978,,,,,,,,6622
Friuli-Venezia Giulia,39,,,,,,,,7247,,,,,,,,6864
Friuli-Venezia Giulia,40,,,,,,,,7448,,,,,,,,7042
Friuli-Venezia Giulia,41,,,,,,,,8080,,,,,,,,7684
Friuli-Venezia Giulia,42,,,,,,,,8145,,,,,,,,7871
Friuli-Venezia Giulia,43,,,,,,,,8486,,,,,,,,8481
Friuli-Venezia Giulia,44,,,,,,,,9050,,,,,,,,8923
Friuli-Venezia Giulia,45,,,,,,,,9778,,,,,,,,9628
Friuli-Venezia Giulia,46,,,,,,,,9542,,,,,,,,9677
Friuli-Venezia Giulia,47,,,,,,,,9939,,,,,,,,9895
Friuli-Venezia Giulia,48,,,,,,,,9913,,,,,,,,9964
Friuli-Venezia Giulia,49,,,,,,,,9907,,,,,,,,10173
Friuli-Venezia Giulia,50,,,,,,,,10133,,,,,,,,10015
Friuli-Venezia Giulia,51,,,,,,,,10104,,,,,,,,9964
Friuli-Venezia Giulia,52,,,,,,,,10050,,,,,,,,10254
Friuli-Venezia Giulia,53,,,,,,,,10069,,,,,,,,10279
Friuli-Venezia Giulia,54,,,,,,,,10252,,,,,,,,10298
Friuli-Venezia Giulia,55,,,,,,,,10413,,,,,,,,10486
Friuli-Venezia Giulia,56,,,,,,,,9735,,,,,,,,10093
Friuli-Venezia Giulia,57,,,,,,,,9274,,,,,,,,9458
Friuli-Venezia Giulia,58,,,,,,,,9109,,,,,,,,9166
Friuli-Venezia Giulia,59,,,,,,,,8817,,,,,,,,8845
Friuli-Venezia Giulia,60,,,,,,,,8561,,,,,,,,8847
Friuli-Venezia Giulia,61,,,,,,,,7946,,,,,,,,8459
Friuli-Venezia Giulia,62,,,,,,,,7668,,,,,,,,8332
Friuli-Venezia Giulia,63,,,,,,,,7692,,,,,,,,8107
Friuli-Venezia Giulia,64,,,,,,,,7496,,,,,,,,7929
Friuli-Venezia Giulia,65,,,,,,,,7242,,,,,,,,7902
Friuli-Venezia Giulia,66,,,,,,,,7150,,,,,,,,7886
Friuli-Venezia Giulia,67,,,,,,,,6940,,,,,,,,7908
Friuli-Venezia Giulia,68,,,,,,,,6854,,,,,,,,7776
Friuli-Venezia Giulia,69,,,,,,,,7306,,,,,,,,8223
Friuli-Venezia Giulia,70,,,,,,,,7199,,,,,,,,8041
Friuli-Venezia Giulia,71,,,,,,,,7641,,,,,,,,8533
Friuli-Venezia Giulia,72,,,,,,,,7439,,,,,,,,8653
Friuli-Venezia Giulia,73,,,,,,,,7875,,,,,,,,8900
Friuli-Venezia Giulia,74,,,,,,,,5328,,,,,,,,6045
Friuli-Venezia Giulia,75,,,,,,,,6156,,,,,,,,7298
Friuli-Venezia Giulia,76,,,,,,,,5988,,,,,,,,7099
Friuli-Venezia Giulia,77,,,,,,,,5785,,,,,,,,7228
Friuli-Venezia Giulia,78,,,,,,,,5789,,,,,,,,7188
Friuli-Venezia Giulia,79,,,,,,,,5922,,,,,,,,7485
Friuli-Venezia Giulia,80,,,,,,,,5366,,,,,,,,7092
Friuli-Venezia Giulia,81,,,,,,,,4977,,,,,,,,6688
Friuli-Venezia Giulia,82,,,,,,,,4370,,,,,,,,5992
Friuli-Venezia Giulia,83,,,,,,,,3642,,,,,,,,5525
Friuli-Venezia Giulia,84,,,,,,,,3353,,,,,,,,5209
Friuli-Venezia Giulia,85,,,,,,,,2748,,,,,,,,4760
Friuli-Venezia Giulia,86,,,,,,,,2469,,,,,,,,4316
Friuli-Venezia Giulia,87,,,,,,,,2113,,,,,,,,4061
Friuli-Venezia Giulia,88,,,,,,,,1846,,,,,,,,3646
Friuli-Venezia Giulia,89,,,,,,,,1645,,,,,,,,3559
Friuli-Venezia Giulia,90,,,,,,,,1203,,,,,,,,2954
Friuli-Venezia Giulia,91,,,,,,,,987,,,,,,,,2532
Friuli-Venezia Giulia,92,,,,,,,,758,,,,,,,,2220
Friuli-Venezia Giulia,93,,,,,,,,558,,,,,,,,1914
Friuli-Venezia Giulia,94,,,,,,,,446,,,,,,,,1531
Friuli-Venezia Giulia,95,,,,,,,,346,,,,,,,,1220
Friuli-Venezia Giulia,96,,,,,,,,240,,,,,,,,948
Friuli-Venezia Giulia,97,,,,,,,,153,,,,,,,,681
Friuli-Venezia Giulia,98,,,,,,,,101,,,,,,,,581
Friuli-Venezia Giulia,99,,,,,,,,71,,,,,,,,355
Friuli-Venezia Giulia,100,,,,,,,,51,,,,,,,,341
Friuli-Venezia Giulia,Totale,,,,,,,,589215,,,,,,,,622142
Liguria,0,,,,,,,,4470,,,,,,,,4257
Liguria,1,,,,,,,,4702,,,,,,,,4427
Liguria,2,,,,,,,,5096,,,,,,,,4750
Liguria,3,,,,,,,,5251,,,,,,,,4851
Liguria,4,,,,,,,,5312,,,,,,,,5062
Liguria,5,,,,,,,,5735,,,,,,,,5301
Liguria,6,,,,,,,,5786,,,,,,,,5347
Liguria,7,,,,,,,,6027,,,,,,,,5746
Liguria,8,,,,,,,,5936,,,,,,,,5641
Liguria,9,,,,,,,,6146,,,,,,,,5944
Liguria,10,,,,,,,,6346,,,,,,,,6300
Liguria,11,,,,,,,,6549,,,,,,,,6356
Liguria,12,,,,,,,,6632,,,,,,,,5995
Liguria,13,,,,,,,,6531,,,,,,,,6264
Liguria,14,,,,,,,,6614,,,,,,,,6121
Liguria,15,,,,,,,,6557,,,,,,,,6246
Liguria,16,,,,,,,,6540,,,,,,,,6036
Liguria,17,,,,,,,,6699,,,,,,,,6235
Liguria,18,,,,,,,,6733,,,,,,,,6360
Liguria,19,,,,,,,,7005,,,,,,,,6403
Liguria,20,,,,,,,,7092,,,,,,,,6219
Liguria,21,,,,,,,,7231,,,,,,,,6336
Liguria,22,,,,,,,,7103,,,,,,,,6427
Liguria,23,,,,,,,,7425,,,,,,,,6425
Liguria,24,,,,,,,,7058,,,,,,,,6407
Liguria,25,,,,,,,,7003,,,,,,,,6552
Liguria,26,,,,,,,,7133,,,,,,,,6660
Liguria,27,,,,,,,,7593,,,,,,,,6965
Liguria,28,,,,,,,,7291,,,,,,,,7027
Liguria,29,,,,,,,,7357,,,,,,,,7084
Liguria,30,,,,,,,,7333,,,,,,,,7123
Liguria,31,,,,,,,,7508,,,,,,,,7286
Liguria,32,,,,,,,,7463,,,,,,,,6994
Liguria,33,,,,,,,,7340,,,,,,,,7013
Liguria,34,,,,,,,,7635,,,,,,,,7377
Liguria,35,,,,,,,,7558,,,,,,,,7328
Liguria,36,,,,,,,,7786,,,,,,,,7491
Liguria,37,,,,,,,,7794,,,,,,,,7471
Liguria,38,,,,,,,,8017,,,,,,,,7938
Liguria,39,,,,,,,,7915,,,,,,,,7895
Liguria,40,,,,,,,,8110,,,,,,,,8428
Liguria,41,,,,,,,,8679,,,,,,,,9189
Liguria,42,,,,,,,,9270,,,,,,,,9626
Liguria,43,,,,,,,,9974,,,,,,,,10107
Liguria,44,,,,,,,,10632,,,,,,,,10833
Liguria,45,,,,,,,,11181,,,,,,,,11684
Liguria,46,,,,,,,,11561,,,,,,,,11730
Liguria,47,,,,,,,,12175,,,,,,,,12347
Liguria,48,,,,,,,,12302,,,,,,,,12500
Liguria,49,,,,,,,,12208,,,,,,,,12751
Liguria,50,,,,,,,,12540,,,,,,,,12991
Liguria,51,,,,,,,,12730,,,,,,,,13067
Liguria,52,,,,,,,,12404,,,,,,,,13234
Liguria,53,,,,,,,,13043,,,,,,,,13588
Liguria,54,,,,,,,,13253,,,,,,,,13857
Liguria,55,,,,,,,,13472,,,,,,,,13854
Liguria,56,,,,,,,,12455,,,,,,,,13236
Liguria,57,,,,,,,,11953,,,,,,,,12780
Liguria,58,,,,,,,,11573,,,,,,,,12343
Liguria,59,,,,,,,,11179,,,,,,,,11912
Liguria,60,,,,,,,,11024,,,,,,,,11833
Liguria,61,,,,,,,,10479,,,,,,,,11365
Liguria,62,,,,,,,,10463,,,,,,,,11124
Liguria,63,,,,,,,,10084,,,,,,,,10879
Liguria,64,,,,,,,,9647,,,,,,,,10632
Liguria,65,,,,,,,,9650,,,,,,,,10526
Liguria,66,,,,,,,,9228,,,,,,,,10252
Liguria,67,,,,,,,,8928,,,,,,,,9900
Liguria,68,,,,,,,,8754,,,,,,,,10033
Liguria,69,,,,,,,,9434,,,,,,,,10505
Liguria,70,,,,,,,,9276,,,,,,,,10860
Liguria,71,,,,,,,,9847,,,,,,,,11350
Liguria,72,,,,,,,,9951,,,,,,,,11730
Liguria,73,,,,,,,,9795,,,,,,,,11861
Liguria,74,,,,,,,,7050,,,,,,,,8535
Liguria,75,,,,,,,,7839,,,,,,,,9606
Liguria,76,,,,,,,,7527,,,,,,,,9306
Liguria,77,,,,,,,,7418,,,,,,,,9684
Liguria,78,,,,,,,,7530,,,,,,,,9891
Liguria,79,,,,,,,,7933,,,,,,,,10566
Liguria,80,,,,,,,,7534,,,,,,,,10287
Liguria,81,,,,,,,,7079,,,,,,,,9954
Liguria,82,,,,,,,,6245,,,,,,,,9112
Liguria,83,,,,,,,,5435,,,,,,,,8260
Liguria,84,,,,,,,,5064,,,,,,,,7920
Liguria,85,,,,,,,,4477,,,,,,,,7255
Liguria,86,,,,,,,,4026,,,,,,,,6807
Liguria,87,,,,,,,,3504,,,,,,,,6502
Liguria,88,,,,,,,,3035,,,,,,,,5929
Liguria,89,,,,,,,,2697,,,,,,,,5647
Liguria,90,,,,,,,,2123,,,,,,,,4732
Liguria,91,,,,,,,,1697,,,,,,,,3918
Liguria,92,,,,,,,,1320,,,,,,,,3281
Liguria,93,,,,,,,,914,,,,,,,,2695
Liguria,94,,,,,,,,698,,,,,,,,2128
Liguria,95,,,,,,,,474,,,,,,,,1638
Liguria,96,,,,,,,,326,,,,,,,,1248
Liguria,97,,,,,,,,222,,,,,,,,957
Liguria,98,,,,,,,,145,,,,,,,,654
Liguria,99,,,,,,,,82,,,,,,,,465
Liguria,100,,,,,,,,71,,,,,,,,562
Liguria,Totale,,,,,,,,739021,,,,,,,,804106
Emilia-Romagna,0,,,,,,,,15728,,,,,,,,15178
Emilia-Romagna,1,,,,,,,,17091,,,,,,,,15853
Emilia-Romagna,2,,,,,,,,17562,,,,,,,,16341
Emilia-Romagna,3,,,,,,,,18220,,,,,,,,17305
Emilia-Romagna,4,,,,,,,,18821,,,,,,,,17853
Emilia-Romagna,5,,,,,,,,19308,,,,,,,,18306
Emilia-Romagna,6,,,,,,,,19689,,,,,,,,18835
Emilia-Romagna,7,,,,,,,,20570,,,,,,,,19169
Emilia-Romagna,8,,,,,,,,20778,,,,,,,,19719
Emilia-Romagna,9,,,,,,,,21605,,,,,,,,20201
Emilia-Romagna,10,,,,,,,,21816,,,,,,,,20701
Emilia-Romagna,11,,,,,,,,21814,,,,,,,,20436
Emilia-Romagna,12,,,,,,,,21738,,,,,,,,20206
Emilia-Romagna,13,,,,,,,,21466,,,,,,,,20100
Emilia-Romagna,14,,,,,,,,21089,,,,,,,,19799
Emilia-Romagna,15,,,,,,,,20851,,,,,,,,19641
Emilia-Romagna,16,,,,,,,,20498,,,,,,,,19015
Emilia-Romagna,17,,,,,,,,20740,,,,,,,,19126
Emilia-Romagna,18,,,,,,,,20782,,,,,,,,19139
Emilia-Romagna,19,,,,,,,,21533,,,,,,,,19311
Emilia-Romagna,20,,,,,,,,21116,,,,,,,,19057
Emilia-Romagna,21,,,,,,,,21841,,,,,,,,18716
Emilia-Romagna,22,,,,,,,,21415,,,,,,,,19180
Emilia-Romagna,23,,,,,,,,21176,,,,,,,,19331
Emilia-Romagna,24,,,,,,,,21281,,,,,,,,19204
Emilia-Romagna,25,,,,,,,,21442,,,,,,,,19920
Emilia-Romagna,26,,,,,,,,21790,,,,,,,,20238
Emilia-Romagna,27,,,,,,,,22861,,,,,,,,21691
Emilia-Romagna,28,,,,,,,,23149,,,,,,,,22001
Emilia-Romagna,29,,,,,,,,23646,,,,,,,,22866
Emilia-Romagna,30,,,,,,,,23431,,,,,,,,22926
Emilia-Romagna,31,,,,,,,,23909,,,,,,,,23197
Emilia-Romagna,32,,,,,,,,23559,,,,,,,,23570
Emilia-Romagna,33,,,,,,,,23780,,,,,,,,23914
Emilia-Romagna,34,,,,,,,,24755,,,,,,,,24833
Emilia-Romagna,35,,,,,,,,25425,,,,,,,,25328
Emilia-Romagna,36,,,,,,,,25842,,,,,,,,26023
Emilia-Romagna,37,,,,,,,,26674,,,,,,,,26803
Emilia-Romagna,38,,,,,,,,26962,,,,,,,,26899
Emilia-Romagna,39,,,,,,,,28040,,,,,,,,27881
Emilia-Romagna,40,,,,,,,,28963,,,,,,,,29290
Emilia-Romagna,41,,,,,,,,30953,,,,,,,,30979
Emilia-Romagna,42,,,,,,,,32137,,,,,,,,32379
Emilia-Romagna,43,,,,,,,,33765,,,,,,,,33910
Emilia-Romagna,44,,,,,,,,35465,,,,,,,,35663
Emilia-Romagna,45,,,,,,,,37265,,,,,,,,36910
Emilia-Romagna,46,,,,,,,,37044,,,,,,,,37075
Emilia-Romagna,47,,,,,,,,37175,,,,,,,,37109
Emilia-Romagna,48,,,,,,,,37412,,,,,,,,37341
Emilia-Romagna,49,,,,,,,,36651,,,,,,,,37077
Emilia-Romagna,50,,,,,,,,36989,,,,,,,,37413
Emilia-Romagna,51,,,,,,,,36931,,,,,,,,37061
Emilia-Romagna,52,,,,,,,,36277,,,,,,,,36586
Emilia-Romagna,53,,,,,,,,36584,,,,,,,,36870
Emilia-Romagna,54,,,,,,,,35906,,,,,,,,36515
Emilia-Romagna,55,,,,,,,,36366,,,,,,,,37267
Emilia-Romagna,56,,,,,,,,33909,,,,,,,,34941
Emilia-Romagna,57,,,,,,,,32336,,,,,,,,34083
Emilia-Romagna,58,,,,,,,,31543,,,,,,,,33419
Emilia-Romagna,59,,,,,,,,30363,,,,,,,,32544
Emilia-Romagna,60,,,,,,,,29611,,,,,,,,31776
Emilia-Romagna,61,,,,,,,,28126,,,,,,,,30292
Emilia-Romagna,62,,,,,,,,27795,,,,,,,,30126
Emilia-Romagna,63,,,,,,,,27221,,,,,,,,29622
Emilia-Romagna,64,,,,,,,,25981,,,,,,,,28437
Emilia-Romagna,65,,,,,,,,24854,,,,,,,,27948
Emilia-Romagna,66,,,,,,,,23837,,,,,,,,26621
Emilia-Romagna,67,,,,,,,,23112,,,,,,,,26495
Emilia-Romagna,68,,,,,,,,22906,,,,,,,,25833
Emilia-Romagna,69,,,,,,,,23745,,,,,,,,27197
Emilia-Romagna,70,,,,,,,,24029,,,,,,,,27299
Emilia-Romagna,71,,,,,,,,25240,,,,,,,,28684
Emilia-Romagna,72,,,,,,,,25219,,,,,,,,28085
Emilia-Romagna,73,,,,,,,,25011,,,,,,,,28728
Emilia-Romagna,74,,,,,,,,17268,,,,,,,,20396
Emilia-Romagna,75,,,,,,,,19212,,,,,,,,22488
Emilia-Romagna,76,,,,,,,,18750,,,,,,,,22229
Emilia-Romagna,77,,,,,,,,17945,,,,,,,,21819
Emilia-Romagna,78,,,,,,,,18033,,,,,,,,22091
Emilia-Romagna,79,,,,,,,,18874,,,,,,,,24248
Emilia-Romagna,80,,,,,,,,18104,,,,,,,,23532
Emilia-Romagna,81,,,,,,,,17407,,,,,,,,23036
Emilia-Romagna,82,,,,,,,,15164,,,,,,,,20170
Emilia-Romagna,83,,,,,,,,12844,,,,,,,,18313
Emilia-Romagna,84,,,,,,,,12914,,,,,,,,18583
Emilia-Romagna,85,,,,,,,,11557,,,,,,,,17599
Emilia-Romagna,86,,,,,,,,9859,,,,,,,,15608
Emilia-Romagna,87,,,,,,,,8330,,,,,,,,13971
Emilia-Romagna,88,,,,,,,,7491,,,,,,,,13106
Emilia-Romagna,89,,,,,,,,6433,,,,,,,,12455
Emilia-Romagna,90,,,,,,,,5041,,,,,,,,10173
Emilia-Romagna,91,,,,,,,,4064,,,,,,,,8957
Emilia-Romagna,92,,,,,,,,3118,,,,,,,,7718
Emilia-Romagna,93,,,,,,,,2328,,,,,,,,6255
Emilia-Romagna,94,,,,,,,,1712,,,,,,,,5231
Emilia-Romagna,95,,,,,,,,1310,,,,,,,,3982
Emilia-Romagna,96,,,,,,,,854,,,,,,,,3140
Emilia-Romagna,97,,,,,,,,572,,,,,,,,2222
Emilia-Romagna,98,,,,,,,,406,,,,,,,,1601
Emilia-Romagna,99,,,,,,,,263,,,,,,,,1026
Emilia-Romagna,100,,,,,,,,232,,,,,,,,1183
Emilia-Romagna,Totale,,,,,,,,2174599,,,,,,,,2292519
Toscana,0,,,,,,,,11904,,,,,,,,11564
Toscana,1,,,,,,,,12719,,,,,,,,12316
Toscana,2,,,,,,,,13602,,,,,,,,12845
Toscana,3,,,,,,,,14040,,,,,,,,13350
Toscana,4,,,,,,,,14503,,,,,,,,13430
Toscana,5,,,,,,,,15158,,,,,,,,14366
Toscana,6,,,,,,,,15371,,,,,,,,14444
Toscana,7,,,,,,,,16141,,,,,,,,15502
Toscana,8,,,,,,,,16431,,,,,,,,15579
Toscana,9,,,,,,,,16976,,,,,,,,16043
Toscana,10,,,,,,,,17073,,,,,,,,16102
Toscana,11,,,,,,,,17766,,,,,,,,16429
Toscana,12,,,,,,,,17595,,,,,,,,16269
Toscana,13,,,,,,,,17318,,,,,,,,16261
Toscana,14,,,,,,,,17290,,,,,,,,16160
Toscana,15,,,,,,,,17288,,,,,,,,16146
