"Popolazione residente al 1° Gennaio 2020 per età sesso e stato civile"
"Regione","Età","Maschi celibi","Maschi coniugati","Maschi divorziati","Maschi vedovi","Maschi uniti civilmente","Maschi già in unione civile (per scioglimento)","Maschi già in unione civile (per decesso del partner)","Totale Maschi","Femmine nubili","Femmine coniugate","Femmine divorziate","Femmine vedove","Femmine unite civilmente","Femmine già in unione civile (per scioglimento)","Femmine già in unione civile (per decesso del partner)","Totale Femmine"
Toscana,16,,,,,,,,16882,,,,,,,,15744
Toscana,17,,,,,,,,17052,,,,,,,,15820
Toscana,18,,,,,,,,17026,,,,,,,,15875
Toscana,19,,,,,,,,17490,,,,,,,,15963
Toscana,20,,,,,,,,17399,,,,,,,,15395
Toscana,21,,,,,,,,17911,,,,,,,,15685
Toscana,22,,,,,,,,17632,,,,,,,,15759
Toscana,23,,,,,,,,17512,,,,,,,,15922
Toscana,24,,,,,,,,17299,,,,,,,,15857
Toscana,25,,,,,,,,17227,,,,,,,,16229
Toscana,26,,,,,,,,17649,,,,,,,,16403
Toscana,27,,,,,,,,18393,,,,,,,,17614
Toscana,28,,,,,,,,18355,,,,,,,,17573
Toscana,29,,,,,,,,19394,,,,,,,,18357
Toscana,30,,,,,,,,18912,,,,,,,,18533
Toscana,31,,,,,,,,19666,,,,,,,,19298
Toscana,32,,,,,,,,19181,,,,,,,,18965
Toscana,33,,,,,,,,18846,,,,,,,,19400
Toscana,34,,,,,,,,19797,,,,,,,,20236
Toscana,35,,,,,,,,20256,,,,,,,,20459
Toscana,36,,,,,,,,20723,,,,,,,,21144
Toscana,37,,,,,,,,21501,,,,,,,,21629
Toscana,38,,,,,,,,21709,,,,,,,,21995
Toscana,39,,,,,,,,22472,,,,,,,,22554
Toscana,40,,,,,,,,23348,,,,,,,,23823
Toscana,41,,,,,,,,24746,,,,,,,,25250
Toscana,42,,,,,,,,25651,,,,,,,,26210
Toscana,43,,,,,,,,26670,,,,,,,,27647
Toscana,44,,,,,,,,28101,,,,,,,,29013
Toscana,45,,,,,,,,29443,,,,,,,,30425
Toscana,46,,,,,,,,29457,,,,,,,,30632
Toscana,47,,,,,,,,29964,,,,,,,,30622
Toscana,48,,,,,,,,30036,,,,,,,,31021
Toscana,49,,,,,,,,29849,,,,,,,,30114
Toscana,50,,,,,,,,30314,,,,,,,,31242
Toscana,51,,,,,,,,29631,,,,,,,,31038
Toscana,52,,,,,,,,29723,,,,,,,,31346
Toscana,53,,,,,,,,30368,,,,,,,,31403
Toscana,54,,,,,,,,30256,,,,,,,,31441
Toscana,55,,,,,,,,30403,,,,,,,,31858
Toscana,56,,,,,,,,28324,,,,,,,,29821
Toscana,57,,,,,,,,27216,,,,,,,,28798
Toscana,58,,,,,,,,26365,,,,,,,,28454
Toscana,59,,,,,,,,25782,,,,,,,,27351
Toscana,60,,,,,,,,25116,,,,,,,,26721
Toscana,61,,,,,,,,23659,,,,,,,,26175
Toscana,62,,,,,,,,23170,,,,,,,,25471
Toscana,63,,,,,,,,22794,,,,,,,,25125
Toscana,64,,,,,,,,22124,,,,,,,,24751
Toscana,65,,,,,,,,21783,,,,,,,,24515
Toscana,66,,,,,,,,20910,,,,,,,,22949
Toscana,67,,,,,,,,20459,,,,,,,,22898
Toscana,68,,,,,,,,20493,,,,,,,,22544
Toscana,69,,,,,,,,20945,,,,,,,,23313
Toscana,70,,,,,,,,21626,,,,,,,,24425
Toscana,71,,,,,,,,22878,,,,,,,,25915
Toscana,72,,,,,,,,22479,,,,,,,,25987
Toscana,73,,,,,,,,22476,,,,,,,,25958
Toscana,74,,,,,,,,17145,,,,,,,,20165
Toscana,75,,,,,,,,16898,,,,,,,,20018
Toscana,76,,,,,,,,16592,,,,,,,,20063
Toscana,77,,,,,,,,15567,,,,,,,,19178
Toscana,78,,,,,,,,15551,,,,,,,,19794
Toscana,79,,,,,,,,16823,,,,,,,,22042
Toscana,80,,,,,,,,16039,,,,,,,,20802
Toscana,81,,,,,,,,15545,,,,,,,,20558
Toscana,82,,,,,,,,13246,,,,,,,,18410
Toscana,83,,,,,,,,11538,,,,,,,,16346
Toscana,84,,,,,,,,11109,,,,,,,,16286
Toscana,85,,,,,,,,9580,,,,,,,,14640
Toscana,86,,,,,,,,8447,,,,,,,,13512
Toscana,87,,,,,,,,7178,,,,,,,,12409
Toscana,88,,,,,,,,6417,,,,,,,,11647
Toscana,89,,,,,,,,5616,,,,,,,,11020
Toscana,90,,,,,,,,4320,,,,,,,,9085
Toscana,91,,,,,,,,3444,,,,,,,,7907
Toscana,92,,,,,,,,2784,,,,,,,,6572
Toscana,93,,,,,,,,2077,,,,,,,,5323
Toscana,94,,,,,,,,1392,,,,,,,,4298
Toscana,95,,,,,,,,1066,,,,,,,,3362
Toscana,96,,,,,,,,747,,,,,,,,2563
Toscana,97,,,,,,,,450,,,,,,,,1846
Toscana,98,,,,,,,,331,,,,,,,,1350
Toscana,99,,,,,,,,190,,,,,,,,908
Toscana,100,,,,,,,,169,,,,,,,,875
Toscana,Totale,,,,,,,,1798279,,,,,,,,1924450
Umbria,0,,,,,,,,2791,,,,,,,,2753
Umbria,1,,,,,,,,2998,,,,,,,,2787
Umbria,2,,,,,,,,3120,,,,,,,,2966
Umbria,3,,,,,,,,3308,,,,,,,,3169
Umbria,4,,,,,,,,3345,,,,,,,,3184
Umbria,5,,,,,,,,3546,,,,,,,,3396
Umbria,6,,,,,,,,3733,,,,,,,,3485
Umbria,7,,,,,,,,3812,,,,,,,,3764
Umbria,8,,,,,,,,3895,,,,,,,,3766
Umbria,9,,,,,,,,4053,,,,,,,,3787
Umbria,10,,,,,,,,4044,,,,,,,,3765
Umbria,11,,,,,,,,4184,,,,,,,,4055
Umbria,12,,,,,,,,4233,,,,,,,,3964
Umbria,13,,,,,,,,4190,,,,,,,,3894
Umbria,14,,,,,,,,4166,,,,,,,,3882
Umbria,15,,,,,,,,4001,,,,,,,,3834
Umbria,16,,,,,,,,4068,,,,,,,,3680
Umbria,17,,,,,,,,3956,,,,,,,,3807
Umbria,18,,,,,,,,3991,,,,,,,,3690
Umbria,19,,,,,,,,4040,,,,,,,,3870
Umbria,20,,,,,,,,4253,,,,,,,,3657
Umbria,21,,,,,,,,4296,,,,,,,,3714
Umbria,22,,,,,,,,4221,,,,,,,,3757
Umbria,23,,,,,,,,4227,,,,,,,,3801
Umbria,24,,,,,,,,4195,,,,,,,,3832
Umbria,25,,,,,,,,4157,,,,,,,,3904
Umbria,26,,,,,,,,4284,,,,,,,,4004
Umbria,27,,,,,,,,4529,,,,,,,,4207
Umbria,28,,,,,,,,4451,,,,,,,,4166
Umbria,29,,,,,,,,4509,,,,,,,,4356
Umbria,30,,,,,,,,4603,,,,,,,,4468
Umbria,31,,,,,,,,4771,,,,,,,,4725
Umbria,32,,,,,,,,4640,,,,,,,,4544
Umbria,33,,,,,,,,4643,,,,,,,,4713
Umbria,34,,,,,,,,4752,,,,,,,,4910
Umbria,35,,,,,,,,4820,,,,,,,,4961
Umbria,36,,,,,,,,5217,,,,,,,,5233
Umbria,37,,,,,,,,5225,,,,,,,,5154
Umbria,38,,,,,,,,5296,,,,,,,,5373
Umbria,39,,,,,,,,5398,,,,,,,,5375
Umbria,40,,,,,,,,5561,,,,,,,,5625
Umbria,41,,,,,,,,5759,,,,,,,,6018
Umbria,42,,,,,,,,6073,,,,,,,,6186
Umbria,43,,,,,,,,6260,,,,,,,,6339
Umbria,44,,,,,,,,6434,,,,,,,,6782
Umbria,45,,,,,,,,6724,,,,,,,,7093
Umbria,46,,,,,,,,6762,,,,,,,,6959
Umbria,47,,,,,,,,6580,,,,,,,,6992
Umbria,48,,,,,,,,6704,,,,,,,,7093
Umbria,49,,,,,,,,6720,,,,,,,,6878
Umbria,50,,,,,,,,6808,,,,,,,,7209
Umbria,51,,,,,,,,6727,,,,,,,,7253
Umbria,52,,,,,,,,6638,,,,,,,,7168
Umbria,53,,,,,,,,6721,,,,,,,,7083
Umbria,54,,,,,,,,6983,,,,,,,,7333
Umbria,55,,,,,,,,6994,,,,,,,,7385
Umbria,56,,,,,,,,6394,,,,,,,,7083
Umbria,57,,,,,,,,6288,,,,,,,,6815
Umbria,58,,,,,,,,6333,,,,,,,,6711
Umbria,59,,,,,,,,6157,,,,,,,,6698
Umbria,60,,,,,,,,5908,,,,,,,,6413
Umbria,61,,,,,,,,5576,,,,,,,,6080
Umbria,62,,,,,,,,5433,,,,,,,,5969
Umbria,63,,,,,,,,5530,,,,,,,,6044
Umbria,64,,,,,,,,5376,,,,,,,,5909
Umbria,65,,,,,,,,5168,,,,,,,,5819
Umbria,66,,,,,,,,5147,,,,,,,,5639
Umbria,67,,,,,,,,4794,,,,,,,,5376
Umbria,68,,,,,,,,5043,,,,,,,,5599
Umbria,69,,,,,,,,5130,,,,,,,,5636
Umbria,70,,,,,,,,5280,,,,,,,,5819
Umbria,71,,,,,,,,5622,,,,,,,,6172
Umbria,72,,,,,,,,5140,,,,,,,,5706
Umbria,73,,,,,,,,4842,,,,,,,,5524
Umbria,74,,,,,,,,3817,,,,,,,,4444
Umbria,75,,,,,,,,3947,,,,,,,,4772
Umbria,76,,,,,,,,4195,,,,,,,,4842
Umbria,77,,,,,,,,3793,,,,,,,,4455
Umbria,78,,,,,,,,3747,,,,,,,,4502
Umbria,79,,,,,,,,4084,,,,,,,,4970
Umbria,80,,,,,,,,3756,,,,,,,,4956
Umbria,81,,,,,,,,3775,,,,,,,,4898
Umbria,82,,,,,,,,3055,,,,,,,,4434
Umbria,83,,,,,,,,2713,,,,,,,,3984
Umbria,84,,,,,,,,2629,,,,,,,,3892
Umbria,85,,,,,,,,2382,,,,,,,,3697
Umbria,86,,,,,,,,2173,,,,,,,,3392
Umbria,87,,,,,,,,1790,,,,,,,,2953
Umbria,88,,,,,,,,1643,,,,,,,,2933
Umbria,89,,,,,,,,1389,,,,,,,,2727
Umbria,90,,,,,,,,993,,,,,,,,2261
Umbria,91,,,,,,,,817,,,,,,,,1937
Umbria,92,,,,,,,,652,,,,,,,,1735
Umbria,93,,,,,,,,521,,,,,,,,1345
Umbria,94,,,,,,,,377,,,,,,,,1140
Umbria,95,,,,,,,,303,,,,,,,,852
Umbria,96,,,,,,,,176,,,,,,,,612
Umbria,97,,,,,,,,120,,,,,,,,425
Umbria,98,,,,,,,,91,,,,,,,,332
Umbria,99,,,,,,,,49,,,,,,,,200
Umbria,100,,,,,,,,35,,,,,,,,243
Umbria,Totale,,,,,,,,424592,,,,,,,,455693
Marche,0,,,,,,,,5041,,,,,,,,4588
Marche,1,,,,,,,,5256,,,,,,,,4960
Marche,2,,,,,,,,5522,,,,,,,,5254
Marche,3,,,,,,,,5948,,,,,,,,5528
Marche,4,,,,,,,,6050,,,,,,,,5877
Marche,5,,,,,,,,6306,,,,,,,,5941
Marche,6,,,,,,,,6556,,,,,,,,6008
Marche,7,,,,,,,,6636,,,,,,,,6261
Marche,8,,,,,,,,6855,,,,,,,,6662
Marche,9,,,,,,,,7078,,,,,,,,6616
Marche,10,,,,,,,,7255,,,,,,,,6813
Marche,11,,,,,,,,7303,,,,,,,,6837
Marche,12,,,,,,,,7190,,,,,,,,6742
Marche,13,,,,,,,,7077,,,,,,,,6672
Marche,14,,,,,,,,7033,,,,,,,,6691
Marche,15,,,,,,,,7156,,,,,,,,6592
Marche,16,,,,,,,,6964,,,,,,,,6632
Marche,17,,,,,,,,7137,,,,,,,,6596
Marche,18,,,,,,,,7092,,,,,,,,6614
Marche,19,,,,,,,,7582,,,,,,,,6752
Marche,20,,,,,,,,7499,,,,,,,,6802
Marche,21,,,,,,,,7821,,,,,,,,6820
Marche,22,,,,,,,,7621,,,,,,,,6868
Marche,23,,,,,,,,7559,,,,,,,,6794
Marche,24,,,,,,,,7603,,,,,,,,6907
Marche,25,,,,,,,,7482,,,,,,,,6917
Marche,26,,,,,,,,7545,,,,,,,,7143
Marche,27,,,,,,,,7889,,,,,,,,7412
Marche,28,,,,,,,,7917,,,,,,,,7338
Marche,29,,,,,,,,8014,,,,,,,,7642
Marche,30,,,,,,,,7841,,,,,,,,7641
Marche,31,,,,,,,,7941,,,,,,,,7909
Marche,32,,,,,,,,7856,,,,,,,,7650
Marche,33,,,,,,,,8147,,,,,,,,7913
Marche,34,,,,,,,,8144,,,,,,,,8275
Marche,35,,,,,,,,8328,,,,,,,,8287
Marche,36,,,,,,,,8505,,,,,,,,8628
Marche,37,,,,,,,,8969,,,,,,,,8916
Marche,38,,,,,,,,9010,,,,,,,,8967
Marche,39,,,,,,,,9415,,,,,,,,9328
Marche,40,,,,,,,,9692,,,,,,,,9880
Marche,41,,,,,,,,10419,,,,,,,,10401
Marche,42,,,,,,,,10575,,,,,,,,10842
Marche,43,,,,,,,,11065,,,,,,,,10954
Marche,44,,,,,,,,11450,,,,,,,,11683
Marche,45,,,,,,,,11881,,,,,,,,11806
Marche,46,,,,,,,,11580,,,,,,,,11760
Marche,47,,,,,,,,11759,,,,,,,,11824
Marche,48,,,,,,,,12010,,,,,,,,12339
Marche,49,,,,,,,,11732,,,,,,,,11857
Marche,50,,,,,,,,11923,,,,,,,,12537
Marche,51,,,,,,,,11921,,,,,,,,12227
Marche,52,,,,,,,,11856,,,,,,,,12351
Marche,53,,,,,,,,11988,,,,,,,,12365
Marche,54,,,,,,,,12014,,,,,,,,12205
Marche,55,,,,,,,,12311,,,,,,,,12603
Marche,56,,,,,,,,11525,,,,,,,,12061
Marche,57,,,,,,,,11165,,,,,,,,11270
Marche,58,,,,,,,,11169,,,,,,,,11538
Marche,59,,,,,,,,10613,,,,,,,,11252
Marche,60,,,,,,,,10204,,,,,,,,11050
Marche,61,,,,,,,,9948,,,,,,,,10668
Marche,62,,,,,,,,9641,,,,,,,,10486
Marche,63,,,,,,,,9613,,,,,,,,10638
Marche,64,,,,,,,,9233,,,,,,,,10217
Marche,65,,,,,,,,9012,,,,,,,,9724
Marche,66,,,,,,,,8668,,,,,,,,9507
Marche,67,,,,,,,,8732,,,,,,,,9354
Marche,68,,,,,,,,8722,,,,,,,,9574
Marche,69,,,,,,,,8892,,,,,,,,9672
Marche,70,,,,,,,,8511,,,,,,,,9362
Marche,71,,,,,,,,8655,,,,,,,,9681
Marche,72,,,,,,,,8371,,,,,,,,9240
Marche,73,,,,,,,,8171,,,,,,,,9384
Marche,74,,,,,,,,6779,,,,,,,,7647
Marche,75,,,,,,,,6361,,,,,,,,7480
Marche,76,,,,,,,,6641,,,,,,,,7795
Marche,77,,,,,,,,6118,,,,,,,,7431
Marche,78,,,,,,,,5937,,,,,,,,7491
Marche,79,,,,,,,,6585,,,,,,,,8455
Marche,80,,,,,,,,6596,,,,,,,,8471
Marche,81,,,,,,,,6318,,,,,,,,8440
Marche,82,,,,,,,,5556,,,,,,,,7371
Marche,83,,,,,,,,4684,,,,,,,,6852
Marche,84,,,,,,,,4603,,,,,,,,6895
Marche,85,,,,,,,,4140,,,,,,,,6212
Marche,86,,,,,,,,3544,,,,,,,,5778
Marche,87,,,,,,,,2921,,,,,,,,5010
Marche,88,,,,,,,,2759,,,,,,,,4923
Marche,89,,,,,,,,2316,,,,,,,,4472
Marche,90,,,,,,,,1820,,,,,,,,3570
Marche,91,,,,,,,,1459,,,,,,,,3206
Marche,92,,,,,,,,1197,,,,,,,,2854
Marche,93,,,,,,,,849,,,,,,,,2366
Marche,94,,,,,,,,672,,,,,,,,1884
Marche,95,,,,,,,,418,,,,,,,,1369
Marche,96,,,,,,,,329,,,,,,,,1038
Marche,97,,,,,,,,202,,,,,,,,733
Marche,98,,,,,,,,128,,,,,,,,563
Marche,99,,,,,,,,94,,,,,,,,352
Marche,100,,,,,,,,69,,,,,,,,378
Marche,Totale,,,,,,,,738259,,,,,,,,780141
Lazio,0,,,,,,,,20105,,,,,,,,18845
Lazio,1,,,,,,,,22220,,,,,,,,21059
Lazio,2,,,,,,,,23389,,,,,,,,21940
Lazio,3,,,,,,,,24511,,,,,,,,23141
Lazio,4,,,,,,,,24899,,,,,,,,23980
Lazio,5,,,,,,,,26190,,,,,,,,24432
Lazio,6,,,,,,,,26532,,,,,,,,25044
Lazio,7,,,,,,,,27931,,,,,,,,26579
Lazio,8,,,,,,,,27983,,,,,,,,26452
Lazio,9,,,,,,,,28672,,,,,,,,27040
Lazio,10,,,,,,,,28917,,,,,,,,26980
Lazio,11,,,,,,,,28748,,,,,,,,27589
Lazio,12,,,,,,,,29237,,,,,,,,27296
Lazio,13,,,,,,,,28823,,,,,,,,27256
Lazio,14,,,,,,,,27976,,,,,,,,26306
Lazio,15,,,,,,,,28227,,,,,,,,26487
Lazio,16,,,,,,,,27799,,,,,,,,26372
Lazio,17,,,,,,,,27521,,,,,,,,25728
Lazio,18,,,,,,,,27778,,,,,,,,25881
Lazio,19,,,,,,,,28550,,,,,,,,26181
Lazio,20,,,,,,,,28441,,,,,,,,25794
Lazio,21,,,,,,,,29255,,,,,,,,26112
Lazio,22,,,,,,,,29091,,,,,,,,26187
Lazio,23,,,,,,,,29395,,,,,,,,26470
Lazio,24,,,,,,,,29797,,,,,,,,26688
Lazio,25,,,,,,,,29670,,,,,,,,27331
Lazio,26,,,,,,,,29864,,,,,,,,28211
Lazio,27,,,,,,,,31318,,,,,,,,29547
Lazio,28,,,,,,,,30940,,,,,,,,29571
Lazio,29,,,,,,,,31992,,,,,,,,30646
Lazio,30,,,,,,,,32005,,,,,,,,31063
Lazio,31,,,,,,,,33014,,,,,,,,32377
Lazio,32,,,,,,,,32588,,,,,,,,32599
Lazio,33,,,,,,,,32983,,,,,,,,32642
Lazio,34,,,,,,,,34409,,,,,,,,34308
Lazio,35,,,,,,,,35691,,,,,,,,35264
Lazio,36,,,,,,,,36536,,,,,,,,35955
Lazio,37,,,,,,,,37677,,,,,,,,37837
Lazio,38,,,,,,,,37799,,,,,,,,38572
Lazio,39,,,,,,,,38675,,,,,,,,39236
Lazio,40,,,,,,,,39700,,,,,,,,40604
Lazio,41,,,,,,,,41713,,,,,,,,42915
Lazio,42,,,,,,,,42513,,,,,,,,43638
Lazio,43,,,,,,,,43919,,,,,,,,45841
Lazio,44,,,,,,,,46066,,,,,,,,48147
Lazio,45,,,,,,,,47521,,,,,,,,50396
Lazio,46,,,,,,,,47567,,,,,,,,50239
Lazio,47,,,,,,,,47924,,,,,,,,50875
Lazio,48,,,,,,,,47795,,,,,,,,50926
Lazio,49,,,,,,,,47952,,,,,,,,50676
Lazio,50,,,,,,,,48235,,,,,,,,51714
Lazio,51,,,,,,,,47589,,,,,,,,51240
Lazio,52,,,,,,,,47365,,,,,,,,51474
Lazio,53,,,,,,,,48084,,,,,,,,50927
Lazio,54,,,,,,,,47893,,,,,,,,50906
Lazio,55,,,,,,,,48325,,,,,,,,51952
Lazio,56,,,,,,,,45062,,,,,,,,48797
Lazio,57,,,,,,,,43064,,,,,,,,46650
Lazio,58,,,,,,,,41671,,,,,,,,45458
Lazio,59,,,,,,,,39745,,,,,,,,43671
Lazio,60,,,,,,,,38279,,,,,,,,42341
Lazio,61,,,,,,,,36429,,,,,,,,40651
Lazio,62,,,,,,,,35679,,,,,,,,39816
Lazio,63,,,,,,,,34894,,,,,,,,38664
Lazio,64,,,,,,,,34061,,,,,,,,38081
Lazio,65,,,,,,,,33054,,,,,,,,37446
Lazio,66,,,,,,,,31012,,,,,,,,35213
Lazio,67,,,,,,,,30106,,,,,,,,34210
Lazio,68,,,,,,,,29392,,,,,,,,33854
Lazio,69,,,,,,,,30052,,,,,,,,34555
Lazio,70,,,,,,,,29814,,,,,,,,34429
Lazio,71,,,,,,,,30873,,,,,,,,36346
Lazio,72,,,,,,,,30507,,,,,,,,35555
Lazio,73,,,,,,,,28902,,,,,,,,34824
Lazio,74,,,,,,,,22118,,,,,,,,27188
Lazio,75,,,,,,,,21955,,,,,,,,26976
Lazio,76,,,,,,,,22232,,,,,,,,28336
Lazio,77,,,,,,,,21234,,,,,,,,27221
Lazio,78,,,,,,,,20992,,,,,,,,27149
Lazio,79,,,,,,,,22174,,,,,,,,29684
Lazio,80,,,,,,,,20845,,,,,,,,28056
Lazio,81,,,,,,,,19153,,,,,,,,26579
Lazio,82,,,,,,,,16798,,,,,,,,24077
Lazio,83,,,,,,,,14820,,,,,,,,21950
Lazio,84,,,,,,,,14085,,,,,,,,21174
Lazio,85,,,,,,,,12162,,,,,,,,19701
Lazio,86,,,,,,,,10546,,,,,,,,17540
Lazio,87,,,,,,,,8891,,,,,,,,15621
Lazio,88,,,,,,,,7873,,,,,,,,14316
Lazio,89,,,,,,,,6801,,,,,,,,13607
Lazio,90,,,,,,,,5218,,,,,,,,10655
Lazio,91,,,,,,,,3954,,,,,,,,9041
Lazio,92,,,,,,,,3040,,,,,,,,7481
Lazio,93,,,,,,,,2344,,,,,,,,6155
Lazio,94,,,,,,,,1617,,,,,,,,4669
Lazio,95,,,,,,,,1225,,,,,,,,3678
Lazio,96,,,,,,,,858,,,,,,,,2784
Lazio,97,,,,,,,,602,,,,,,,,1977
Lazio,98,,,,,,,,369,,,,,,,,1442
Lazio,99,,,,,,,,272,,,,,,,,958
Lazio,100,,,,,,,,241,,,,,,,,1176
Lazio,Totale,,,,,,,,2832324,,,,,,,,3033220
Abruzzo,0,,,,,,,,4287,,,,,,,,4142
Abruzzo,1,,,,,,,,4549,,,,,,,,4360
Abruzzo,2,,,,,,,,4930,,,,,,,,4615
Abruzzo,3,,,,,,,,5193,,,,,,,,4891
Abruzzo,4,,,,,,,,5275,,,,,,,,4935
Abruzzo,5,,,,,,,,5350,,,,,,,,5059
Abruzzo,6,,,,,,,,5441,,,,,,,,5126
Abruzzo,7,,,,,,,,5687,,,,,,,,5408
Abruzzo,8,,,,,,,,5871,,,,,,,,5373
Abruzzo,9,,,,,,,,5943,,,,,,,,5643
Abruzzo,10,,,,,,,,5881,,,,,,,,5520
Abruzzo,11,,,,,,,,6071,,,,,,,,5733
Abruzzo,12,,,,,,,,5921,,,,,,,,5677
Abruzzo,13,,,,,,,,5930,,,,,,,,5549
Abruzzo,14,,,,,,,,5912,,,,,,,,5691
Abruzzo,15,,,,,,,,6086,,,,,,,,5610
Abruzzo,16,,,,,,,,6026,,,,,,,,5596
Abruzzo,17,,,,,,,,5989,,,,,,,,5507
Abruzzo,18,,,,,,,,6143,,,,,,,,5748
Abruzzo,19,,,,,,,,6478,,,,,,,,5698
Abruzzo,20,,,,,,,,6372,,,,,,,,5769
Abruzzo,21,,,,,,,,6551,,,,,,,,5998
Abruzzo,22,,,,,,,,6603,,,,,,,,5882
Abruzzo,23,,,,,,,,6552,,,,,,,,6185
Abruzzo,24,,,,,,,,6623,,,,,,,,5992
Abruzzo,25,,,,,,,,6744,,,,,,,,6377
Abruzzo,26,,,,,,,,7028,,,,,,,,6483
Abruzzo,27,,,,,,,,7260,,,,,,,,6827
Abruzzo,28,,,,,,,,7191,,,,,,,,6817
Abruzzo,29,,,,,,,,7272,,,,,,,,6969
Abruzzo,30,,,,,,,,7416,,,,,,,,6893
Abruzzo,31,,,,,,,,7435,,,,,,,,7161
Abruzzo,32,,,,,,,,7226,,,,,,,,7123
Abruzzo,33,,,,,,,,7474,,,,,,,,7265
Abruzzo,34,,,,,,,,7652,,,,,,,,7497
Abruzzo,35,,,,,,,,7851,,,,,,,,7576
Abruzzo,36,,,,,,,,7830,,,,,,,,7582
Abruzzo,37,,,,,,,,8057,,,,,,,,8081
Abruzzo,38,,,,,,,,8065,,,,,,,,7969
Abruzzo,39,,,,,,,,8418,,,,,,,,8088
Abruzzo,40,,,,,,,,8662,,,,,,,,8466
Abruzzo,41,,,,,,,,9035,,,,,,,,8762
Abruzzo,42,,,,,,,,9089,,,,,,,,8841
Abruzzo,43,,,,,,,,9429,,,,,,,,9282
Abruzzo,44,,,,,,,,9460,,,,,,,,9753
Abruzzo,45,,,,,,,,10079,,,,,,,,9943
Abruzzo,46,,,,,,,,9746,,,,,,,,10021
Abruzzo,47,,,,,,,,10072,,,,,,,,10326
Abruzzo,48,,,,,,,,10131,,,,,,,,10622
Abruzzo,49,,,,,,,,9993,,,,,,,,10343
Abruzzo,50,,,,,,,,10510,,,,,,,,10736
Abruzzo,51,,,,,,,,10422,,,,,,,,10650
Abruzzo,52,,,,,,,,10394,,,,,,,,10859
Abruzzo,53,,,,,,,,10528,,,,,,,,10879
Abruzzo,54,,,,,,,,10525,,,,,,,,10914
Abruzzo,55,,,,,,,,10719,,,,,,,,10838
Abruzzo,56,,,,,,,,9909,,,,,,,,10375
Abruzzo,57,,,,,,,,9532,,,,,,,,10012
Abruzzo,58,,,,,,,,9178,,,,,,,,10023
Abruzzo,59,,,,,,,,9083,,,,,,,,9790
Abruzzo,60,,,,,,,,8912,,,,,,,,9654
Abruzzo,61,,,,,,,,8615,,,,,,,,9258
Abruzzo,62,,,,,,,,8483,,,,,,,,9125
Abruzzo,63,,,,,,,,8484,,,,,,,,8825
Abruzzo,64,,,,,,,,8276,,,,,,,,9023
Abruzzo,65,,,,,,,,8088,,,,,,,,8821
Abruzzo,66,,,,,,,,7586,,,,,,,,8248
Abruzzo,67,,,,,,,,7527,,,,,,,,8186
Abruzzo,68,,,,,,,,7395,,,,,,,,8302
Abruzzo,69,,,,,,,,7728,,,,,,,,8383
Abruzzo,70,,,,,,,,7780,,,,,,,,8560
Abruzzo,71,,,,,,,,7737,,,,,,,,8713
Abruzzo,72,,,,,,,,7380,,,,,,,,8120
Abruzzo,73,,,,,,,,7127,,,,,,,,7810
Abruzzo,74,,,,,,,,5140,,,,,,,,5987
Abruzzo,75,,,,,,,,5584,,,,,,,,6281
Abruzzo,76,,,,,,,,5179,,,,,,,,6173
Abruzzo,77,,,,,,,,4962,,,,,,,,5931
Abruzzo,78,,,,,,,,4913,,,,,,,,5888
Abruzzo,79,,,,,,,,5374,,,,,,,,6736
Abruzzo,80,,,,,,,,5241,,,,,,,,6739
Abruzzo,81,,,,,,,,4641,,,,,,,,6025
Abruzzo,82,,,,,,,,4410,,,,,,,,5854
Abruzzo,83,,,,,,,,3862,,,,,,,,5415
Abruzzo,84,,,,,,,,3625,,,,,,,,5304
Abruzzo,85,,,,,,,,3170,,,,,,,,4931
Abruzzo,86,,,,,,,,2924,,,,,,,,4793
Abruzzo,87,,,,,,,,2425,,,,,,,,4038
Abruzzo,88,,,,,,,,2128,,,,,,,,3835
Abruzzo,89,,,,,,,,1946,,,,,,,,3645
Abruzzo,90,,,,,,,,1441,,,,,,,,2921
Abruzzo,91,,,,,,,,1121,,,,,,,,2479
Abruzzo,92,,,,,,,,935,,,,,,,,2168
Abruzzo,93,,,,,,,,651,,,,,,,,1681
Abruzzo,94,,,,,,,,492,,,,,,,,1303
Abruzzo,95,,,,,,,,354,,,,,,,,1046
Abruzzo,96,,,,,,,,231,,,,,,,,775
Abruzzo,97,,,,,,,,166,,,,,,,,581
Abruzzo,98,,,,,,,,140,,,,,,,,386
Abruzzo,99,,,,,,,,73,,,,,,,,259
Abruzzo,100,,,,,,,,63,,,,,,,,330
Abruzzo,Totale,,,,,,,,637388,,,,,,,,668382
Molise,0,,,,,,,,983,,,,,,,,909
Molise,1,,,,,,,,954,,,,,,,,921
Molise,2,,,,,,,,1092,,,,,,,,1005
Molise,3,,,,,,,,1040,,,,,,,,1007
Molise,4,,,,,,,,1111,,,,,,,,1026
Molise,5,,,,,,,,1162,,,,,,,,1004
Molise,6,,,,,,,,1127,,,,,,,,1082
Molise,7,,,,,,,,1183,,,,,,,,1079
Molise,8,,,,,,,,1171,,,,,,,,1158
Molise,9,,,,,,,,1287,,,,,,,,1169
Molise,10,,,,,,,,1192,,,,,,,,1096
Molise,11,,,,,,,,1316,,,,,,,,1177
Molise,12,,,,,,,,1279,,,,,,,,1216
Molise,13,,,,,,,,1278,,,,,,,,1218
